Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
2395,Ginger Root,"indie, pop",15-10-2024,Royale,Boston,MA,null,10
2396,Ginger Root,"indie, pop",11-10-2024,The Roxy at Mahall’s,Lakewood,OH,null,20
2397,Ginger Root,"indie, pop",10-10-2024,The Salt Shed,Chicago,IL,null,19
2398,Ginger Root,"indie, pop",08-10-2024,First Avenue,Minneapolis,MN,"1,550",10
2399,Ginger Root,"indie, pop",05-10-2024,Summit Music Hall,Denver,CO,null,16
2400,Ginger Root,"indie, pop",04-10-2024,The Depot,Salt Lake City,UT,"1,992",17
2401,Ginger Root,"indie, pop",02-10-2024,Revolution Hall,Portland,OR,null,10
2402,Ginger Root,"indie, pop",30-09-2024,The Moore Theatre,Seattle,WA,null,17
2403,Ginger Root,"indie, pop",28-09-2024,Fox Theater,Bakersfield,CA,"1,500",17
2404,Ginger Root,"indie, pop",26-09-2024,The Observatory,Santa Ana,CA,null,17
2405,Ginger Root,"indie, pop",25-09-2024,Amoeba Music,Los Angeles,CA,null,10
2406,Ginger Root,"indie, pop",12-05-2024,Utah State Fairpark,Salt Lake City,UT,null,10
2407,Goth Babe,"pop, rock",11-10-2024,Mission Ballroom,Denver,CO,"3,900",10
2408,Goth Babe,"pop, rock",10-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,15
2409,Goth Babe,"pop, rock",08-10-2024,Granary Live,Salt Lake City,UT,null,10
2410,Goth Babe,"pop, rock",30-09-2024,Fox Theater,Bakersfield,CA,"1,500",10
2411,Goth Babe,"pop, rock",28-09-2024,The Sound,Gautier,MS,"8,000",16
2412,Goth Babe,"pop, rock",25-09-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,16
2413,Goth Babe,"pop, rock",24-09-2024,Moody Amphitheater,Austin,TX,"9,400",16
2414,Goth Babe,"pop, rock",15-09-2024,The Salt Shed,Chicago,IL,null,10
2415,Goth Babe,"pop, rock",11-09-2024,KEMBA Live!,Columbus,OH,"5,200",14
2416,Goth Babe,"pop, rock",10-09-2024,The Ritz,Raleigh,NC,null,10
2417,Goth Babe,"pop, rock",08-09-2024,Brown's Island,Richmond,VA,null,10
2418,Goth Babe,"pop, rock",07-09-2024,Rabbit Rabbit,Asheville,NC,null,10
2419,Goth Babe,"pop, rock",06-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",10
2420,Goth Babe,"pop, rock",04-09-2024,Stage AE,Pittsburgh,PA,"13,592",10
2421,Goth Babe,"pop, rock",31-08-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",14
2422,Goth Babe,"pop, rock",30-08-2024,Thompson's Point,Portland,ME,null,10
2423,Goth Babe,"pop, rock",16-06-2024,Great Stage Park,Manchester,TN,null,10
2424,Goth Babe,"pop, rock",07-06-2024,Flushing Meadows Corona Park,Queens,NY,null,10
2425,Crumb,other,23-10-2024,Wiltern Theatre,Los Angeles,CA,null,20
2426,Crumb,other,22-10-2024,The Observatory North Park,San Diego,CA,null,20
2427,Crumb,other,21-10-2024,The Observatory,Santa Ana,CA,null,19
2428,Crumb,other,19-10-2024,The Van Buren,Phoenix,AZ,"1,800",10
2429,Crumb,other,18-10-2024,Lowbrow Palace,El Paso,TX,null,10
2430,Crumb,other,17-10-2024,El Rey Theater,Albuquerque,NM,null,10
2431,Crumb,other,15-10-2024,Emo's,Austin,TX,"15,000",20
2432,Crumb,other,13-10-2024,The Aztec Theatre,San Antonio,TX,null,10
2433,Crumb,other,12-10-2024,White Oak Downstairs,Houston,TX,null,18
2434,Crumb,other,11-10-2024,Ferris Wheelers,Dallas,TX,null,10
2435,Crumb,other,09-10-2024,Mission Ballroom,Denver,CO,"3,900",10
2436,Crumb,other,07-10-2024,The Depot,Salt Lake City,UT,"1,992",20
2437,Crumb,other,05-10-2024,Ace of Spades,Sacramento,CA,null,10
2438,Crumb,other,04-10-2024,Fox Theater,Bakersfield,CA,"1,500",10
2439,Crumb,other,03-10-2024,The Catalyst,Santa Cruz,CA,null,19
2440,Crumb,other,06-09-2024,Roadrunner,Boston,MA,"3,500",17
2441,Crumb,other,05-09-2024,Toad's Place,New Haven,CT,null,10
2442,Crumb,other,04-09-2024,Brooklyn Paramount,Brooklyn,NY,null,20
2443,Crumb,other,30-08-2024,Saint Andrew's Hall,Detroit,MI,"1,000",19
2444,Crumb,other,28-08-2024,Deluxe at Old National Centre,Indianapolis,IN,null,20
2445,Crumb,other,27-08-2024,Brooklyn Bowl Nashville,Nashville,TN,null,20
2446,Crumb,other,25-08-2024,Buckhead Theatre,Atlanta,GA,"1,800",20
2447,Crumb,other,24-08-2024,The Underground,Charlotte,NC,null,20
2448,Crumb,other,23-08-2024,The National,Richmond,VA,null,10
2449,Crumb,other,21-08-2024,The Fillmore Silver Spring,Silver Spring,MD,null,17
2450,Crumb,other,20-08-2024,Brooklyn Bowl Philadelphia,Philadelphia,PA,null,13
2451,Crumb,other,21-07-2024,Union Park,Chicago,IL,null,10
2452,Crumb,other,19-07-2024,Varsity Theater,Minneapolis,MN,null,20
2453,Bright Eyes,"indie, other, pop, rock",16-09-2024,World Cafe Live,Philadelphia,PA,null,19
2454,Bright Eyes,"indie, other, pop, rock",15-09-2024,Beachland Ballroom and Tavern,Cleveland,OH,null,19
2455,Bright Eyes,"indie, other, pop, rock",14-09-2024,Lincoln Hall,Chicago,IL,null,20
2456,Sammy Rae & The Friends,pop,31-12-2024,The Anthem,"Washington, D.C.",DC,"6,000",16
2457,Sammy Rae & The Friends,pop,14-12-2024,Wylder Hotel,Windham,NY,null,10
2458,Sammy Rae & The Friends,pop,16-11-2024,Roadrunner,Boston,MA,"3,500",19
2459,Sammy Rae & The Friends,pop,15-11-2024,Roadrunner,Boston,MA,"3,500",10
2460,Sammy Rae & The Friends,pop,13-11-2024,Academy of Music Theatre,Northampton,MA,null,15
2461,Sammy Rae & The Friends,pop,12-11-2024,Academy of Music Theatre,Northampton,MA,null,12
2462,Sammy Rae & The Friends,pop,11-11-2024,Ulster Performing Arts Centre,Kingston,NY,null,10
2463,Sammy Rae & The Friends,pop,09-11-2024,Terminal 5,New York City,NY,"3,000",18
2464,Sammy Rae & The Friends,pop,08-11-2024,Terminal 5,New York City,NY,"3,000",16
2465,Sammy Rae & The Friends,pop,06-11-2024,The Stone Pony,Asbury Park,NJ,null,16
2466,Sammy Rae & The Friends,pop,03-11-2024,Landmark Theatre,Syracuse,NY,"2,800",10
2467,Sammy Rae & The Friends,pop,02-11-2024,State Theatre,Ithaca,NY,"1,600",10
2468,Sammy Rae & The Friends,pop,01-11-2024,Flynn Center for the Performing Arts,Burlington,VT,"4,188",14
2469,Sammy Rae & The Friends,pop,27-10-2024,The Salt Shed,Chicago,IL,null,16
2470,Sammy Rae & The Friends,pop,26-10-2024,Hi-Fi Annex,Indianapolis,IN,null,19
2471,Sammy Rae & The Friends,pop,25-10-2024,The Midland Theatre,Kansas City,MO,null,15
2472,Sammy Rae & The Friends,pop,23-10-2024,Tower Theatre,Upper Darby Township,PA,"1,300",15
2473,Sammy Rae & The Friends,pop,21-10-2024,The Lensic Performing Arts Center,Santa Fe,NM,null,10
2474,Sammy Rae & The Friends,pop,19-10-2024,Marquee Theatre,Tempe,AZ,"2,500",10
2475,Sammy Rae & The Friends,pop,18-10-2024,Humphreys,San Diego,CA,null,16
2476,Sammy Rae & The Friends,pop,17-10-2024,Hollywood Palladium,Hollywood,CA,"5,000",19
2477,Sammy Rae & The Friends,pop,15-10-2024,Fox Theater,Bakersfield,CA,"1,500",10
2478,Sammy Rae & The Friends,pop,13-10-2024,McMenamins Grand Lodge Concerts in the Grove,Forest Grove,OR,null,19
2479,Sammy Rae & The Friends,pop,12-10-2024,The Showbox SoDo,Seattle,WA,null,17
2480,Sammy Rae & The Friends,pop,11-10-2024,The Showbox SoDo,Seattle,WA,null,10
2481,Sammy Rae & The Friends,pop,06-10-2024,Mission Ballroom,Denver,CO,"3,900",18
2482,Sammy Rae & The Friends,pop,04-10-2024,Val Air Ballroom,West Des Moines,IA,null,18
2483,Sammy Rae & The Friends,pop,03-10-2024,Palace Theatre,Columbus,OH,"2,695",20
2484,Sammy Rae & The Friends,pop,02-10-2024,The Sylvee,Madison,WI,null,16
2485,Sammy Rae & The Friends,pop,30-09-2024,Stage AE,Pittsburgh,PA,"13,592",18
2486,Sammy Rae & The Friends,pop,28-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",10
2487,Sammy Rae & The Friends,pop,27-09-2024,The Music Hall at World Cafe Live,Philadelphia,PA,null,10
2488,Sammy Rae & The Friends,pop,19-09-2024,Ray's,New York,NY,null,10
2489,Sammy Rae & The Friends,pop,18-09-2024,Rough Trade NYC,New York,NY,null,10
2490,Sammy Rae & The Friends,pop,17-09-2024,Newbury Comics,Cambridge,MA,null,10
2491,Sammy Rae & The Friends,pop,21-08-2024,Masonic Temple Theatre,Detroit,MI,null,10
2492,Sammy Rae & The Friends,pop,20-08-2024,KEMBA Live!,Columbus,OH,"5,200",10
2493,Sammy Rae & The Friends,pop,12-06-2024,Hudson Yards,New York,NY,null,10
2494,Sammy Rae & The Friends,pop,10-03-2024,Electric City,Buffalo,NY,null,10
2495,Sammy Rae & The Friends,pop,08-03-2024,The Pageant,St. Louis,MO,"2,300",14
2496,Sammy Rae & The Friends,pop,06-03-2024,House of Blues,Houston,TX,"22,309",13
2497,Sammy Rae & The Friends,pop,02-03-2024,Jannus Live,St. Petersburg,FL,"2,000",10
2498,Sammy Rae & The Friends,pop,01-03-2024,North Beach Bandshell,Miami Beach,FL,null,10
2499,Sammy Rae & The Friends,pop,29-02-2024,House of Blues,Houston,TX,"22,309",13
2500,Sammy Rae & The Friends,pop,24-02-2024,Iron City,Birmingham,AL,"1,300",13
2501,Sammy Rae & The Friends,pop,23-02-2024,Ryman Auditorium,Nashville,TN,"2,072",14
2502,Sammy Rae & The Friends,pop,21-02-2024,Neighborhood Theatre,Charlotte,NC,null,10
2503,Sammy Rae & The Friends,pop,20-02-2024,The Ritz,Raleigh,NC,null,12
2504,Sammy Rae & The Friends,pop,19-02-2024,The National,Richmond,VA,null,14
2505,Sammy Rae & The Friends,pop,17-02-2024,9:30 Club,"Washington, D.C.",DC,"1,200",10
2506,Sammy Rae & The Friends,pop,16-02-2024,9:30 Club,"Washington, D.C.",DC,"1,200",14
2507,Sammy Rae & The Friends,pop,14-02-2024,The Foundry at The Fillmore,Philadelphia,PA,null,14
2508,Sammy Rae & The Friends,pop,12-02-2024,The Strand Ballroom & Theatre,Providence,RI,null,13
2509,Sammy Rae & The Friends,pop,10-02-2024,College Street Music Hall,New Haven,CT,null,14
2510,Sammy Rae & The Friends,pop,09-02-2024,Wellmont Theater,Montclair,NJ,"2,500",15
2511,Royel Otis,"pop, rock",21-10-2024,The Moore Theatre,Seattle,WA,null,10
2512,Royel Otis,"pop, rock",20-10-2024,Crystal Ballroom,Portland,OR,null,10
2513,Royel Otis,"pop, rock",18-10-2024,Fox Theater,Bakersfield,CA,"1,500",20
2514,Royel Otis,"pop, rock",17-10-2024,The Fillmore,Philadelphia,PA,"8,722",19
2515,Royel Otis,"pop, rock",16-10-2024,Hollywood Palladium,Hollywood,CA,"5,000",10
2516,Royel Otis,"pop, rock",15-10-2024,The Bellwether,Los Angeles,CA,null,10
2517,Royel Otis,"pop, rock",14-10-2024,The Bellwether,Los Angeles,CA,null,20
2518,Royel Otis,"pop, rock",11-10-2024,Zilker Park,Austin,TX,null,10
2519,Royel Otis,"pop, rock",01-10-2024,Brooklyn Bowl Nashville,Nashville,TN,null,20
2520,Royel Otis,"pop, rock",30-09-2024,The Eastern,Atlanta,GA,null,20
2521,Royel Otis,"pop, rock",28-09-2024,Citizens House of Blues Boston,Boston,MA,null,10
2522,Royel Otis,"pop, rock",27-09-2024,9:30 Club,"Washington, D.C.",DC,"1,200",20
2523,Royel Otis,"pop, rock",26-09-2024,Brooklyn Steel,Brooklyn,NY,"1,800",20
2524,Royel Otis,"pop, rock",25-09-2024,Brooklyn Steel,Brooklyn,NY,"1,800",20
2525,Royel Otis,"pop, rock",23-09-2024,Union Transfer,Philadelphia,PA,"1,000",20
2526,Royel Otis,"pop, rock",22-09-2024,Bon Secours Washington Redskins Training Center,Richmond,VA,null,10
2527,Royel Otis,"pop, rock",21-09-2024,Highland Festival Grounds at the Kentucky Expo Center,Louisville,KY,null,10
2528,Royel Otis,"pop, rock",19-09-2024,The Canopy Club,Urbana,IL,null,10
2529,Royel Otis,"pop, rock",18-09-2024,The Salt Shed,Chicago,IL,null,19
2530,Royel Otis,"pop, rock",17-09-2024,Metro,Chicago,IL,null,10
2531,Royel Otis,"pop, rock",15-09-2024,First Avenue,Minneapolis,MN,"1,550",19
2532,Royel Otis,"pop, rock",14-09-2024,The Sylvee,Madison,WI,null,19
2533,Royel Otis,"pop, rock",13-09-2024,Majestic Theatre,San Antonio,TX,"1,477",10
2534,Royel Otis,"pop, rock",10-09-2024,Essex,Rochester,NY,null,14
2535,Royel Otis,"pop, rock",09-09-2024,Newport Music Hall,Columbus,OH,null,19
2536,Royel Otis,"pop, rock",08-09-2024,Hazelwood Green,Pittsburgh,PA,null,10
2537,Royel Otis,"pop, rock",26-05-2024,Harvard Athletic Complex,Boston,MA,null,15
2538,Royel Otis,"pop, rock",24-05-2024,Napa Valley Expo,Napa,CA,null,10
2539,Royel Otis,"pop, rock",22-05-2024,Neptune Theatre,Seattle,WA,null,17
2540,Royel Otis,"pop, rock",20-05-2024,Aladdin Theater,Portland,OR,null,16
2541,Royel Otis,"pop, rock",20-05-2024,Mississippi Studios,Portland,OR,null,10
2542,Royel Otis,"pop, rock",18-05-2024,Rickshaw Stop,San Francisco,CA,null,15
2543,Royel Otis,"pop, rock",17-05-2024,Cesar Chavez Park and Plaza,Sacramento,CA,null,16
2544,Royel Otis,"pop, rock",16-05-2024,The Fonda Theatre,Hollywood,CA,"1,200",17
2545,Royel Otis,"pop, rock",15-05-2024,The Rebel Lounge,Phoenix,AZ,500,17
2546,Royel Otis,"pop, rock",12-05-2024,Utah State Fairpark,Salt Lake City,UT,null,10
2547,Royel Otis,"pop, rock",11-05-2024,Meow Wolf | Convergence Station,Denver,CO,null,10
2548,Royel Otis,"pop, rock",09-05-2024,Rubber Gloves Rehearsal Studios,Denton,TX,null,10
2549,Royel Otis,"pop, rock",08-05-2024,Mohawk,Austin,TX,null,10
2550,Royel Otis,"pop, rock",05-05-2024,Central Park,Atlanta,GA,null,10
2551,Royel Otis,"pop, rock",04-05-2024,Lincoln Theatre,"Washington, D.C.",DC,"1,225",10
2552,Royel Otis,"pop, rock",03-05-2024,The Howard Theatre,Washington,DC,null,16
2553,Royel Otis,"pop, rock",02-05-2024,The Theatre of Living Arts,Philadelphia,PA,null,16
2554,Royel Otis,"pop, rock",01-05-2024,Racket,New York,NY,null,10
2555,Royel Otis,"pop, rock",30-04-2024,Racket,New York,NY,null,16
2556,Royel Otis,"pop, rock",28-04-2024,Grog Shop,Cleveland Heights,OH,null,17
2557,Royel Otis,"pop, rock",28-04-2024,Studio C at 91.3 WAPS,Akron,OH,null,10
2558,Royel Otis,"pop, rock",27-04-2024,A&R Music Bar,Columbus,OH,null,17
2559,Royel Otis,"pop, rock",24-04-2024,Lincoln Hall,Chicago,IL,null,10
2560,Royel Otis,"pop, rock",23-04-2024,Amsterdam Bar and Hall,St. Paul,MN,null,10
2561,Royel Otis,"pop, rock",21-04-2024,Resonant Head,Oklahoma City,OK,null,17
2562,Royel Otis,"pop, rock",20-04-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,10
2563,Royel Otis,"pop, rock",05-02-2024,DTS Sound Space at KROQ,Los Angeles,CA,null,10
2564,PJ Morton,"other, r&b",23-10-2024,Fox Theater,Bakersfield,CA,"1,500",10
2565,PJ Morton,"other, r&b",10-08-2024,"Steinmetz Hall, Dr. Phillips Center for the Performing Arts",Orlando,FL,null,10
2566,PJ Morton,"other, r&b",02-08-2024,Fort Adams State Park,Newport,RI,null,10
2567,PJ Morton,"other, r&b",30-07-2024,Memorial Hall,Joplin,MO,"2,700",24
2568,Juanes,"other, pop, rock",13-11-2024,M2,Miami Beach,FL,null,10
2569,Juanes,"other, pop, rock",09-11-2024,Star of the Desert Arena,Primm,NV,null,10
2570,Juanes,"other, pop, rock",30-10-2024,Fox Theater,Bakersfield,CA,"1,500",21
2571,Juanes,"other, pop, rock",27-10-2024,Revel Entertainment Center,Albuquerque,NM,"3,000",10
2572,Juanes,"other, pop, rock",24-10-2024,JJ's Live,Fayetteville,AR,null,10
2573,Juanes,"other, pop, rock",20-10-2024,The Factory,Chesterfield,MO,"3,000",10
2574,Juanes,"other, pop, rock",18-10-2024,Myth,Maplewood,MN,null,25
2575,Juanes,"other, pop, rock",27-03-2024,Hard Rock Event Center,Tampa,FL,null,22
2576,Juanes,"other, pop, rock",26-03-2024,Hard Rock Event Center,Tampa,FL,null,10
2577,Juanes,"other, pop, rock",24-03-2024,Majestic Theatre,San Antonio,TX,"1,477",21
2578,Juanes,"other, pop, rock",22-03-2024,The Aztec Theatre,San Antonio,TX,null,10
2579,Juanes,"other, pop, rock",21-03-2024,713 Music Hall,Houston,TX,"8,050",22
2580,Juanes,"other, pop, rock",15-03-2024,Orpheum Theatre,Memphis,TN,"5,000",21
2581,Juanes,"other, pop, rock",14-03-2024,Radio City Music Hall,New York City,NY,"5,931",11
2582,Juanes,"other, pop, rock",13-03-2024,The Fillmore Philadelphia,Philadelphia,PA,null,10
2583,Juanes,"other, pop, rock",07-03-2024,The Chicago Theatre,Chicago,IL,null,20
2584,Juanes,"other, pop, rock",04-03-2024,ACL Live at The Moody Theater,Austin,TX,null,21
2585,Juanes,"other, pop, rock",02-03-2024,"Lot F, Circuit of the Americas",Austin,TX,null,10
2586,Juanes,"other, pop, rock",27-02-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",22
2587,Juanes,"other, pop, rock",25-02-2024,The Magnolia,El Cajon,CA,"1,200",22
2588,Juanes,"other, pop, rock",24-02-2024,Pearl Concert Theater at Palms Casino Resort,Las Vegas,NV,null,22
2589,Juanes,"other, pop, rock",23-02-2024,YouTube Theater,Inglewood,CA,"6,000",22
2590,Juanes,"other, pop, rock",21-02-2024,Yaamava' Resort & Casino,Highland,CA,null,22
2591,Juanes,"other, pop, rock",18-02-2024,Hard Rock Live,Atlantic City,NJ,"7,000",22
2592,Juanes,"other, pop, rock",17-02-2024,Grand Sierra Resort,Reno,NV,null,22
2593,Juanes,"other, pop, rock",16-02-2024,Chumash Casino,Santa Ynez,CA,null,22
2594,Juanes,"other, pop, rock",14-02-2024,The Moore Theatre,Seattle,WA,null,22
2595,Juanes,"other, pop, rock",13-02-2024,Roseland Theater,Portland,OR,"2,776",22
2596,Modest Mouse,"indie, pop, rock",23-11-2024,Brooklyn Steel,Brooklyn,NY,"1,800",24
2597,Modest Mouse,"indie, pop, rock",22-11-2024,Brooklyn Steel,Brooklyn,NY,"1,800",23
2598,Modest Mouse,"indie, pop, rock",21-11-2024,Brooklyn Steel,Brooklyn,NY,"1,800",21
2599,Modest Mouse,"indie, pop, rock",20-11-2024,The Fillmore Philadelphia,Philadelphia,PA,null,25
2600,Modest Mouse,"indie, pop, rock",19-11-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",23
2601,Modest Mouse,"indie, pop, rock",16-11-2024,The Fillmore Detroit,Detroit,MI,null,23
2602,Modest Mouse,"indie, pop, rock",14-11-2024,The Salt Shed,Chicago,IL,null,22
2603,Modest Mouse,"indie, pop, rock",13-11-2024,Riverside Theater,Milwaukee,WI,"2,125",24
2604,Modest Mouse,"indie, pop, rock",12-11-2024,Steelhouse Omaha,Omaha,NE,null,24
2605,Modest Mouse,"indie, pop, rock",11-11-2024,Mission Ballroom,Denver,CO,"3,900",25
2606,Modest Mouse,"indie, pop, rock",09-11-2024,The Sound,Gautier,MS,"8,000",23
2607,Modest Mouse,"indie, pop, rock",08-11-2024,The Bellwether,Los Angeles,CA,null,23
2608,Modest Mouse,"indie, pop, rock",07-11-2024,The Bellwether,Los Angeles,CA,null,25
2609,Modest Mouse,"indie, pop, rock",06-11-2024,The Bellwether,Los Angeles,CA,null,23
2610,Modest Mouse,"indie, pop, rock",05-11-2024,Fox Theater,Bakersfield,CA,"1,500",25
2611,Modest Mouse,"indie, pop, rock",03-11-2024,Revolution Hall,Portland,OR,null,25
2612,Modest Mouse,"indie, pop, rock",02-11-2024,Revolution Hall,Portland,OR,null,24
2613,Modest Mouse,"indie, pop, rock",01-11-2024,Revolution Hall,Portland,OR,null,26
2614,Modest Mouse,"indie, pop, rock",30-10-2024,Paramount Theatre,Seattle,WA,"2,963",26
2615,Modest Mouse,"indie, pop, rock",28-10-2024,The Republik,Honolulu,HI,null,25
2616,Modest Mouse,"indie, pop, rock",27-10-2024,The Republik,Honolulu,HI,null,23
2617,Modest Mouse,"indie, pop, rock",02-07-2024,Belly Up,Aspen,CO,null,25
2618,Modest Mouse,"indie, pop, rock",01-07-2024,Belly Up,Aspen,CO,null,21
2619,Modest Mouse,"indie, pop, rock",30-06-2024,Fiddler's Green Amphitheatre,Greenwood Village,CO,"18,000",15
2620,Modest Mouse,"indie, pop, rock",28-06-2024,Walmart AMP,Rogers,AR,null,14
2621,Modest Mouse,"indie, pop, rock",27-06-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,15
2622,Modest Mouse,"indie, pop, rock",26-06-2024,Germania Insurance Amphitheater,Austin,TX,"1,270",12
2623,Modest Mouse,"indie, pop, rock",24-06-2024,Starlight Theater,Kansas City,MO,null,15
2624,Modest Mouse,"indie, pop, rock",24-06-2024,Starlight Theater,Kansas City,MO,null,10
2625,Modest Mouse,"indie, pop, rock",23-06-2024,Vibrant Music Hall,Waukee,IA,null,12
2626,Modest Mouse,"indie, pop, rock",20-06-2024,Surly Brewing Festival Field,Minneapolis,MN,null,14
2627,Modest Mouse,"indie, pop, rock",19-06-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,13
2628,Modest Mouse,"indie, pop, rock",18-06-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",13
2629,Modest Mouse,"indie, pop, rock",16-06-2024,Xfinity Center,Mansfield,MA,"19,900",13
2630,Modest Mouse,"indie, pop, rock",15-06-2024,Forest Hills Stadium,Queens,NY,"14,000",14
2631,Modest Mouse,"indie, pop, rock",14-06-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",13
2632,Modest Mouse,"indie, pop, rock",12-06-2024,TD Pavilion at the Mann,Philadelphia,PA,null,13
2633,Modest Mouse,"indie, pop, rock",11-06-2024,Bank of New Hampshire Pavilion at Meadowbrook,Gilford,NH,null,14
2634,Modest Mouse,"indie, pop, rock",07-06-2024,Stage AE,Pittsburgh,PA,"13,592",10
2635,Modest Mouse,"indie, pop, rock",07-06-2024,Stage AE,Pittsburgh,PA,"13,592",21
2636,Modest Mouse,"indie, pop, rock",05-06-2024,The Andrew J. Brady Music Center,Cincinnati,OH,null,13
2637,Modest Mouse,"indie, pop, rock",04-06-2024,Cadence Bank Amphitheatre at Chastain Park,Atlanta,GA,null,14
2638,Modest Mouse,"indie, pop, rock",02-06-2024,Ascend Amphitheater,Nashville,TN,"69,143",13
2639,Modest Mouse,"indie, pop, rock",01-06-2024,PNC Music Pavilion,Charlotte,NC,"19,500",15
2640,Modest Mouse,"indie, pop, rock",31-05-2024,Firefly Distillery,North Charleston,SC,null,14
2641,Modest Mouse,"indie, pop, rock",30-05-2024,The Orange Peel,Asheville,NC,"1,050",20
2642,Modest Mouse,"indie, pop, rock",27-04-2024,Keller Auditorium,Portland,OR,"12,888",10
2643,Inhaler,"indie, pop, rock",09-11-2024,The Showbox SoDo,Seattle,WA,null,15
2644,Inhaler,"indie, pop, rock",08-11-2024,Roseland Theater,Portland,OR,"2,776",15
2645,Inhaler,"indie, pop, rock",06-11-2024,Fox Theater,Bakersfield,CA,"1,500",15
2646,Inhaler,"indie, pop, rock",04-11-2024,SOMA,San Diego,CA,null,15
2647,Inhaler,"indie, pop, rock",02-11-2024,House of Blues,Houston,TX,"22,309",14
2648,Inhaler,"indie, pop, rock",01-11-2024,Hollywood Palladium,Hollywood,CA,"5,000",16
2649,Inhaler,"indie, pop, rock",31-10-2024,The Van Buren,Phoenix,AZ,"1,800",15
2650,Inhaler,"indie, pop, rock",29-10-2024,Ogden Theatre,Denver,CO,"1,600",15
2651,Inhaler,"indie, pop, rock",27-10-2024,Fillmore Minneapolis,Minneapolis,MN,null,15
2652,Inhaler,"indie, pop, rock",26-10-2024,The Salt Shed,Chicago,IL,null,15
2653,Inhaler,"indie, pop, rock",25-10-2024,The Fillmore Detroit,Detroit,MI,null,15
2654,Inhaler,"indie, pop, rock",23-10-2024,Bluestone,Columbus,OH,null,15
2655,Inhaler,"indie, pop, rock",22-10-2024,House of Blues,Houston,TX,"22,309",15
2656,Inhaler,"indie, pop, rock",21-10-2024,Roxian Theatre,McKees Rocks,PA,"2,500",15
2657,Inhaler,"indie, pop, rock",19-10-2024,Roadrunner,Boston,MA,"3,500",15
2658,Inhaler,"indie, pop, rock",18-10-2024,The Rooftop at Pier 17,New York City,NY,"3,500",16
2659,Inhaler,"indie, pop, rock",17-10-2024,The Stone Pony,Asbury Park,NJ,null,15
2660,Inhaler,"indie, pop, rock",15-10-2024,The Ritz,Raleigh,NC,null,15
2661,Inhaler,"indie, pop, rock",14-10-2024,The Fillmore,Philadelphia,PA,"8,722",15
2662,Inhaler,"indie, pop, rock",12-10-2024,Tabernacle,Atlanta,GA,null,15
2663,Inhaler,"indie, pop, rock",11-10-2024,Marathon Music Works,Nashville,TN,null,14
2664,Inhaler,"indie, pop, rock",28-06-2024,Memorial Park,Omaha,NE,null,13
2665,Caribou,"edm, indie, other, pop, world",21-11-2024,Avant Gardner,Brooklyn,NY,null,10
2666,Caribou,"edm, indie, other, pop, world",19-11-2024,The Anthem,"Washington, D.C.",DC,"6,000",15
2667,Caribou,"edm, indie, other, pop, world",18-11-2024,The Eastern,Atlanta,GA,null,15
2668,Caribou,"edm, indie, other, pop, world",17-11-2024,The Salt Shed,Chicago,IL,null,15
2669,Caribou,"edm, indie, other, pop, world",15-11-2024,Mission Ballroom,Denver,CO,"3,900",15
2670,Caribou,"edm, indie, other, pop, world",13-11-2024,Shrine Exposition Hall,Los Angeles,CA,null,11
2671,Caribou,"edm, indie, other, pop, world",12-11-2024,Fox Theater,Bakersfield,CA,"1,500",13
2672,Caribou,"edm, indie, other, pop, world",10-11-2024,The Showbox SoDo,Seattle,WA,null,10
2673,Caribou,"edm, indie, other, pop, world",09-11-2024,Roseland Theater,Portland,OR,"2,776",15
2674,Caribou,"edm, indie, other, pop, world",17-08-2024,Castaways,Chicago,IL,null,10
2675,Dayglow,"indie, pop, rock",14-12-2024,Crystal Ballroom,Portland,OR,null,19
2676,Dayglow,"indie, pop, rock",07-12-2024,The BayCare Sound,Clearwater,FL,null,14
2677,Dayglow,"indie, pop, rock",23-11-2024,Stubb's Bar-B-Q,Austin,TX,null,23
2678,Dayglow,"indie, pop, rock",22-11-2024,Historic Scoot Inn,Austin,TX,null,19
2679,Dayglow,"indie, pop, rock",21-11-2024,The Parish,Austin,TX,null,18
2680,Dayglow,"indie, pop, rock",19-11-2024,El Rey Theater,Albuquerque,NM,null,22
2681,Dayglow,"indie, pop, rock",17-11-2024,Hollywood Palladium,Hollywood,CA,"5,000",23
2682,Dayglow,"indie, pop, rock",16-11-2024,SOMA,San Diego,CA,null,10
2683,Dayglow,"indie, pop, rock",15-11-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",23
2684,Dayglow,"indie, pop, rock",13-11-2024,Fox Theater,Bakersfield,CA,"1,500",22
