Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
2685,Dayglow,"indie, pop, rock",08-11-2024,The Moore Theatre,Seattle,WA,null,24
2686,Dayglow,"indie, pop, rock",06-11-2024,The Union Event Center,Salt Lake City,UT,null,10
2687,Dayglow,"indie, pop, rock",02-11-2024,South Side Ballroom,Dallas,TX,"4,300",23
2688,Dayglow,"indie, pop, rock",01-11-2024,Bayou Music Center,Houston,TX,"8,000",24
2689,Dayglow,"indie, pop, rock",31-10-2024,Cain's Ballroom,Tulsa,OK,"1,800",10
2690,Dayglow,"indie, pop, rock",28-10-2024,Ogden Theatre,Denver,CO,"1,600",10
2691,Dayglow,"indie, pop, rock",26-10-2024,The Midland Theatre,Kansas City,MO,null,21
2692,Dayglow,"indie, pop, rock",25-10-2024,Fillmore Minneapolis,Minneapolis,MN,null,23
2693,Dayglow,"indie, pop, rock",16-10-2024,The Fillmore Detroit,Detroit,MI,null,22
2694,Dayglow,"indie, pop, rock",12-10-2024,Hammerstein Ballroom,New York City,NY,"3,500",23
2695,Dayglow,"indie, pop, rock",08-10-2024,Citizens House of Blues Boston,Boston,MA,null,22
2696,Dayglow,"indie, pop, rock",06-10-2024,The Fillmore Philadelphia,Philadelphia,PA,null,23
2697,Dayglow,"indie, pop, rock",05-10-2024,Stage AE,Pittsburgh,PA,"13,592",22
2698,Dayglow,"indie, pop, rock",04-10-2024,The Anthem,"Washington, D.C.",DC,"6,000",22
2699,Dayglow,"indie, pop, rock",03-10-2024,KEMBA Live!,Columbus,OH,"5,200",24
2700,Dayglow,"indie, pop, rock",28-09-2024,Bogart's,Cincinnati,OH,null,23
2701,Dayglow,"indie, pop, rock",27-09-2024,The Fillmore,Philadelphia,PA,"8,722",23
2702,Dayglow,"indie, pop, rock",21-09-2024,Avondale Brewing Company,Birmingham,AL,null,10
2703,Dayglow,"indie, pop, rock",19-09-2024,Tabernacle,Atlanta,GA,null,24
2704,Dayglow,"indie, pop, rock",12-05-2024,Utah State Fairpark,Salt Lake City,UT,null,10
2705,Dayglow,"indie, pop, rock",10-05-2024,Embarcadero Marina Park North,San Diego,CA,null,10
2706,Dayglow,"indie, pop, rock",27-04-2024,Yale University,New Haven,CT,null,15
2707,Dayglow,"indie, pop, rock",26-04-2024,Pennsylvania State University,University Park,PA,null,15
2708,Dayglow,"indie, pop, rock",13-04-2024,James Madison University,Harrisonburg,VA,null,15
2709,Dayglow,"indie, pop, rock",09-03-2024,Antone's,Austin,TX,null,15
2710,Elyanna,pop,05-11-2024,House of Blues,Houston,TX,"22,309",18
2711,Elyanna,pop,22-10-2024,The Fillmore Silver Spring,Silver Spring,MD,null,10
2712,Elyanna,pop,19-10-2024,The Underground,Charlotte,NC,null,20
2713,Elyanna,pop,12-10-2024,Zilker Park,Austin,TX,null,10
2714,Elyanna,pop,11-08-2024,Golden Gate Park,San Francisco,CA,null,10
2715,Elyanna,pop,01-08-2024,Grant Park,Chicago,IL,null,10
2716,Elyanna,pop,09-06-2024,Flushing Meadows Corona Park,Queens,NY,null,10
2717,Elyanna,pop,21-04-2024,"Main Green, Brown University",Providence,RI,null,10
2718,Elyanna,pop,21-02-2024,The Observatory,Santa Ana,CA,null,10
2719,Elyanna,pop,19-02-2024,The Independent,San Francisco,CA,null,10
2720,Elyanna,pop,10-02-2024,Irving Plaza,New York City,NY,"1,025",10
2721,Elyanna,pop,29-01-2024,White Oak Downstairs,Houston,TX,null,16
2722,LP Giobbi,"edm, other",04-12-2024,Skully's Music Diner,Columbus,OH,null,10
2723,LP Giobbi,"edm, other",30-11-2024,Mission Ballroom,Denver,CO,"3,900",10
2724,LP Giobbi,"edm, other",16-11-2024,The Fonda Theatre,Hollywood,CA,"1,200",30
2725,LP Giobbi,"edm, other",14-11-2024,The Observatory,Santa Ana,CA,null,10
2726,LP Giobbi,"edm, other",30-10-2024,Electric City,Buffalo,NY,null,10
2727,LP Giobbi,"edm, other",29-09-2024,Pier 80,San Francisco,CA,null,10
2728,LP Giobbi,"edm, other",27-09-2024,18b Arts District,Las Vegas,NV,null,10
2729,LP Giobbi,"edm, other",19-07-2024,The Surf Lodge,Montauk,NY,null,10
2730,LP Giobbi,"edm, other",23-06-2024,Double JJ Ranch,Rothbury,MI,null,10
2731,LP Giobbi,"edm, other",22-06-2024,Double JJ Ranch,Rothbury,MI,null,10
2732,LP Giobbi,"edm, other",24-05-2024,The Caverns Above Ground Amphitheater,Pelham,TN,null,10
2733,LP Giobbi,"edm, other",18-05-2024,Brooklyn Bowl,Paradise,NV,"3,000",10
2734,LP Giobbi,"edm, other",12-05-2024,1134,Denver,CO,null,10
2735,LP Giobbi,"edm, other",28-04-2024,WTR Pool,Tampa,FL,null,10
2736,LP Giobbi,"edm, other",27-04-2024,Civic Theatre,New Orleans,LA,"1,200",10
2737,LP Giobbi,"edm, other",20-04-2024,Brooklyn Bowl,Paradise,NV,"3,000",10
2738,LP Giobbi,"edm, other",19-04-2024,Brooklyn Bowl,Paradise,NV,"3,000",10
2739,LP Giobbi,"edm, other",25-02-2024,Gloria Molina Grand Park,Los Angeles,CA,null,10
2740,John Legend,"other, pop, r&b",16-12-2024,Peace Center,Greenville,SC,"15,951",25
2741,John Legend,"other, pop, r&b",13-12-2024,Lucas Oil Live at WinStar World Casino & Resort,Thackerville,OK,null,25
2742,John Legend,"other, pop, r&b",09-12-2024,Moda Center,Portland,OR,"19,980",27
2743,John Legend,"other, pop, r&b",08-12-2024,Climate Pledge Arena,Seattle,WA,"47,116",25
2744,John Legend,"other, pop, r&b",05-12-2024,Fox Theater,Bakersfield,CA,"1,500",10
2745,John Legend,"other, pop, r&b",02-12-2024,Yaamava' Theater,Highland,CA,null,10
2746,John Legend,"other, pop, r&b",28-10-2024,Liacouras Center,Philadelphia,PA,"3,000",10
2747,John Legend,"other, pop, r&b",13-10-2024,Seminole Hard Rock Hotel & Casino,Hollywood,FL,null,17
2748,John Legend,"other, pop, r&b",12-10-2024,The Orion Amphitheater,Huntsville,AL,null,17
2749,John Legend,"other, pop, r&b",21-09-2024,David Geffen Theater at Academy Museum of Motion Pictures,Los Angeles,CA,null,10
2750,John Legend,"other, pop, r&b",09-09-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",10
2751,John Legend,"other, pop, r&b",25-08-2024,Hard Rock Event Center,Tampa,FL,null,10
2752,John Legend,"other, pop, r&b",24-08-2024,Daily's Place Amphitheater,Jacksonville,FL,null,24
2753,John Legend,"other, pop, r&b",21-08-2024,United Center,Chicago,IL,"23,500",10
2754,John Legend,"other, pop, r&b",20-08-2024,The Salt Shed,Chicago,IL,null,14
2755,John Legend,"other, pop, r&b",11-08-2024,Koka Booth Amphitheatre,Cary,NC,null,20
2756,John Legend,"other, pop, r&b",08-08-2024,Blossom Music Center,Cuyahoga Falls,OH,"23,000",10
2757,John Legend,"other, pop, r&b",07-08-2024,Saratoga Performing Arts Center,Saratoga Springs,NY,"25,100",10
2758,John Legend,"other, pop, r&b",03-08-2024,Greek Theatre,Baton Rouge,LA,"3,500",20
2759,John Legend,"other, pop, r&b",02-08-2024,Greek Theatre,Baton Rouge,LA,"3,500",10
2760,John Legend,"other, pop, r&b",20-07-2024,Chateau Ste. Michelle Winery Amphitheatre,Woodinville,WA,null,17
2761,John Legend,"other, pop, r&b",22-06-2024,Wind Creek Event Center,Bethlehem,PA,"1,610",10
2762,John Legend,"other, pop, r&b",06-06-2024,Filene Center at Wolf Trap,Vienna,VA,null,17
2763,John Legend,"other, pop, r&b",05-06-2024,Filene Center at Wolf Trap,Vienna,VA,null,10
2764,John Legend,"other, pop, r&b",04-06-2024,Filene Center at Wolf Trap,Vienna,VA,null,19
2765,John Legend,"other, pop, r&b",01-06-2024,The Momentary,Bentonville,AR,null,22
2766,John Legend,"other, pop, r&b",31-05-2024,Choctaw Grand Theater,Durant,OK,"3,000",10
2767,San Holo,"edm, hip hop, pop",31-12-2024,Mystic Lake Center,Prior Lake,MN,null,10
2768,San Holo,"edm, hip hop, pop",27-12-2024,Pennsylvania Convention Center,Philadelphia,PA,null,10
2769,San Holo,"edm, hip hop, pop",13-10-2024,Zilker Park,Austin,TX,null,10
2770,San Holo,"edm, hip hop, pop",12-10-2024,Mayfair,Austin,TX,null,10
2771,San Holo,"edm, hip hop, pop",06-10-2024,Zilker Park,Austin,TX,null,10
2772,San Holo,"edm, hip hop, pop",05-10-2024,Phoenix Raceway,Avondale,AZ,null,10
2773,San Holo,"edm, hip hop, pop",28-09-2024,WeatherTech Raceway Laguna Seca,Salinas,CA,null,10
2774,San Holo,"edm, hip hop, pop",20-09-2024,Legend Valley Concert Venue and Campground,Thornville,OH,null,10
2775,San Holo,"edm, hip hop, pop",07-09-2024,Los Angeles State Historic Park,Los Angeles,CA,null,10
2776,San Holo,"edm, hip hop, pop",01-09-2024,Sound-Bar,Chicago,IL,null,10
2777,San Holo,"edm, hip hop, pop",01-09-2024,Seatgeek Stadium,Bridgeview,IL,"28,000",10
2778,San Holo,"edm, hip hop, pop",24-08-2024,The Ritz Ybor,Tampa,FL,null,10
2779,San Holo,"edm, hip hop, pop",23-08-2024,Laguna's Beach Bar & Grill,Pensacola Beach,FL,null,10
2780,San Holo,"edm, hip hop, pop",02-08-2024,Coca-Cola Roxy,Atlanta,GA,null,10
2781,San Holo,"edm, hip hop, pop",20-07-2024,The Ave Live,Philadelphia,PA,null,10
2782,San Holo,"edm, hip hop, pop",19-07-2024,Skydeck on Broadway,Nashville,TN,null,10
2783,San Holo,"edm, hip hop, pop",01-06-2024,Magnuson Park Hangar 30,Seattle,WA,null,10
2784,San Holo,"edm, hip hop, pop",31-05-2024,Echostage,"Washington, D.C.",DC,"3,000",10
2785,San Holo,"edm, hip hop, pop",26-05-2024,Boat Cruise Summer Series,Boston,MA,null,10
2786,San Holo,"edm, hip hop, pop",25-05-2024,Summer Club,Queens,NY,null,10
2787,San Holo,"edm, hip hop, pop",24-05-2024,Kemistry Nightclub,Fort Lauderdale,FL,null,10
2788,San Holo,"edm, hip hop, pop",27-04-2024,Wooly's,Des Moines,IA,null,10
2789,San Holo,"edm, hip hop, pop",26-04-2024,The Waiting Room Lounge,Omaha,NE,null,10
2790,San Holo,"edm, hip hop, pop",13-04-2024,Liquid,Madison,WI,600,10
2791,San Holo,"edm, hip hop, pop",12-04-2024,RYSE Nightclub,St. Charles,MO,null,10
2792,San Holo,"edm, hip hop, pop",04-04-2024,The Church,Denver,CO,null,10
2793,San Holo,"edm, hip hop, pop",22-03-2024,Mana Wynwood Production Village,Miami,FL,null,10
2794,San Holo,"edm, hip hop, pop",17-02-2024,Belly Up,Aspen,CO,null,10
2795,San Holo,"edm, hip hop, pop",02-02-2024,The Eastern,Atlanta,GA,null,23
2796,San Holo,"edm, hip hop, pop",14-01-2024,El Rey Theater,Albuquerque,NM,null,23
2797,JJ Grey & Mofro,"other, rock",08-11-2024,Halstead Amphitheater,Fairhope,AL,null,10
2798,JJ Grey & Mofro,"other, rock",01-11-2024,The Lyric Theatre,Oxford,MS,null,10
2799,JJ Grey & Mofro,"other, rock",29-10-2024,The Orion Amphitheater,Huntsville,AL,null,10
2800,JJ Grey & Mofro,"other, rock",28-10-2024,Dothan Civic Center,Dothan,AL,"3,100",10
2801,JJ Grey & Mofro,"other, rock",26-10-2024,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,null,10
2802,JJ Grey & Mofro,"other, rock",25-10-2024,Ting Pavilion,Charlottesville,VA,"14,593",10
2803,JJ Grey & Mofro,"other, rock",24-10-2024,Sandler Center for the Performing Arts,Virginia Beach,VA,null,10
2804,JJ Grey & Mofro,"other, rock",19-10-2024,The Adderley Amphitheater at Cascades Park,Tallahassee,FL,null,16
2805,JJ Grey & Mofro,"other, rock",18-10-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",10
2806,JJ Grey & Mofro,"other, rock",21-09-2024,Francis Field,St. Augustine,FL,null,10
2807,JJ Grey & Mofro,"other, rock",20-09-2024,Highland Festival Grounds at the Kentucky Expo Center,Louisville,KY,null,10
2808,JJ Grey & Mofro,"other, rock",15-09-2024,Town Park,Telluride,CO,null,10
2809,JJ Grey & Mofro,"other, rock",27-07-2024,The Rhythm Section,Mount Carroll,IL,null,19
2810,JJ Grey & Mofro,"other, rock",13-07-2024,Marymoor Park,Redmond,WA,"1,150",10
2811,JJ Grey & Mofro,"other, rock",12-07-2024,McMenamins Grand Lodge Concerts in the Grove,Forest Grove,OR,null,10
2812,JJ Grey & Mofro,"other, rock",09-07-2024,KettleHouse Amphitheater,Bonner,MT,"4,000",11
2813,JJ Grey & Mofro,"other, rock",06-07-2024,Snow King Resort,Jackson,WY,null,10
2814,JJ Grey & Mofro,"other, rock",04-07-2024,Red Rocks Amphitheatre,Morrison,CO,null,10
2815,JJ Grey & Mofro,"other, rock",02-07-2024,Knuckleheads Outdoors,Kansas City,MO,null,10
2816,JJ Grey & Mofro,"other, rock",26-05-2024,St. Augustine Amphitheatre,St. Augustine,FL,"5,000",16
2817,JJ Grey & Mofro,"other, rock",25-05-2024,St. Augustine Amphitheatre,St. Augustine,FL,"5,000",15
2818,JJ Grey & Mofro,"other, rock",11-05-2024,Winfield Farm,Highlands,NC,null,10
2819,JJ Grey & Mofro,"other, rock",03-05-2024,Seascape Golf Course,Miramar Beach,FL,null,17
2820,JJ Grey & Mofro,"other, rock",02-05-2024,Saenger Performing Arts Theater,New Orleans,LA,null,16
2821,JJ Grey & Mofro,"other, rock",01-05-2024,City Auditorium,Vicksburg,MS,"1,350",20
2822,JJ Grey & Mofro,"other, rock",28-04-2024,The Signal,Chattanooga,TN,null,17
2823,JJ Grey & Mofro,"other, rock",27-04-2024,Avondale Brewing Company,Birmingham,AL,null,17
2824,JJ Grey & Mofro,"other, rock",26-04-2024,The Shed,Maryville,TN,null,16
2825,JJ Grey & Mofro,"other, rock",25-04-2024,Greenfield Lake Amphitheater,Wilmington,NC,"1,200",16
2826,JJ Grey & Mofro,"other, rock",21-04-2024,The Castle Theatre,Bloomington,IL,null,10
2827,JJ Grey & Mofro,"other, rock",20-04-2024,Chesterfield Amphitheater,Chesterfield,MO,null,16
2828,JJ Grey & Mofro,"other, rock",19-04-2024,Overton Park Shell,Memphis,TN,null,10
2829,JJ Grey & Mofro,"other, rock",14-04-2024,The National,Richmond,VA,null,16
2830,JJ Grey & Mofro,"other, rock",13-04-2024,The Fillmore Silver Spring,Silver Spring,MD,null,17
2831,JJ Grey & Mofro,"other, rock",12-04-2024,Keswick Theatre,Glenside,PA,"2,500",17
2832,JJ Grey & Mofro,"other, rock",10-04-2024,Electric City,Buffalo,NY,null,18
2833,JJ Grey & Mofro,"other, rock",05-04-2024,Citizens House of Blues Boston,Boston,MA,null,17
2834,JJ Grey & Mofro,"other, rock",30-03-2024,Capitol Theatre,Madison,WI,"2,255",20
2835,JJ Grey & Mofro,"other, rock",29-03-2024,Agora,Cleveland,OH,null,19
2836,JJ Grey & Mofro,"other, rock",28-03-2024,KEMBA Live!,Columbus,OH,"5,200",21
2837,JJ Grey & Mofro,"other, rock",24-03-2024,Egyptian Room at Old National Centre,Indianapolis,IN,null,18
2838,JJ Grey & Mofro,"other, rock",23-03-2024,Taft Theatre,Cincinnati,OH,"2,500",19
2839,JJ Grey & Mofro,"other, rock",22-03-2024,Riviera Theatre,Chicago,IL,"2,500",10
2840,JJ Grey & Mofro,"other, rock",21-03-2024,Riverside Theater,Milwaukee,WI,"2,125",19
2841,JJ Grey & Mofro,"other, rock",15-03-2024,Steelhouse Omaha,Omaha,NE,null,18
2842,JJ Grey & Mofro,"other, rock",14-03-2024,Victory Theater,Rogers,AR,null,18
2843,JJ Grey & Mofro,"other, rock",13-03-2024,The Hall,Little Rock,AR,null,17
2844,JJ Grey & Mofro,"other, rock",10-03-2024,Durham Performing Arts Center,Durham,NC,"2,712",19
2845,JJ Grey & Mofro,"other, rock",08-03-2024,The Eastern,Atlanta,GA,null,20
2846,JJ Grey & Mofro,"other, rock",07-03-2024,Ryman Auditorium,Nashville,TN,"2,072",18
2847,Foster The People,"indie, pop, rock, world",11-10-2024,Zilker Park,Austin,TX,null,13
2848,Foster The People,"indie, pop, rock, world",04-10-2024,Devil May Care,Austin,TX,null,10
2849,Foster The People,"indie, pop, rock, world",04-10-2024,Zilker Park,Austin,TX,null,13
2850,Foster The People,"indie, pop, rock, world",03-10-2024,Emo's,Austin,TX,"15,000",18
2851,Foster The People,"indie, pop, rock, world",25-09-2024,Grammy Museum,Los Angeles,CA,null,10
2852,Foster The People,"indie, pop, rock, world",07-09-2024,El Cid,Los Angeles,CA,null,10
2853,Foster The People,"indie, pop, rock, world",05-09-2024,Rickshaw Stop,San Francisco,CA,null,10
2854,Foster The People,"indie, pop, rock, world",14-08-2024,The Roxy,West Hollywood,CA,null,20
2855,Foster The People,"indie, pop, rock, world",13-08-2024,The Tonight Show Starring Jimmy Fallon,New York,NY,null,10
2856,Foster The People,"indie, pop, rock, world",12-08-2024,Bowery Ballroom,New York,NY,null,20
2857,L'Impératrice,"indie, other, pop",19-04-2024,Empire Polo Club,Indio,CA,"90,000",10
2858,L'Impératrice,"indie, other, pop",12-04-2024,Empire Polo Club,Indio,CA,"90,000",10
2859,L'Impératrice,"indie, other, pop",09-04-2024,Racket,New York,NY,null,15
2860,David Gray,"other, pop, rock, world",21-03-2024,City Winery New York City,New York,NY,null,22
2861,David Gray,"other, pop, rock, world",20-03-2024,Isaac Stern Auditorium at Carnegie Hall,New York,NY,null,10
2862,David Gray,"other, pop, rock, world",19-03-2024,City Winery New York City,New York,NY,null,10
2863,David Gray,"other, pop, rock, world",18-03-2024,Bowery Ballroom,New York,NY,null,22
2864,COIN,pop,09-11-2024,Coca-Cola Roxy,Atlanta,GA,null,24
2865,COIN,pop,08-11-2024,Avondale Brewing Company,Birmingham,AL,null,24
2866,COIN,pop,07-11-2024,The Fillmore,Philadelphia,PA,"8,722",24
2867,COIN,pop,03-11-2024,Revolution Live,Fort Lauderdale,FL,"1,300",25
2868,COIN,pop,02-11-2024,House of Blues,Houston,TX,"22,309",24
2869,COIN,pop,01-11-2024,Jannus Live,St. Petersburg,FL,"2,000",24
2870,COIN,pop,29-10-2024,The Ritz,Raleigh,NC,null,24
2871,COIN,pop,27-10-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",24
2872,COIN,pop,26-10-2024,Hammerstein Ballroom,New York City,NY,"3,500",24
2873,COIN,pop,24-10-2024,The Fillmore Philadelphia,Philadelphia,PA,null,24
2874,COIN,pop,23-10-2024,The Anthem,"Washington, D.C.",DC,"6,000",24
2875,COIN,pop,19-10-2024,College Street Music Hall,New Haven,CT,null,22
2876,COIN,pop,15-10-2024,The Fillmore Detroit,Detroit,MI,null,25
2877,COIN,pop,13-10-2024,Roxian Theatre,McKees Rocks,PA,"2,500",25
2878,COIN,pop,12-10-2024,KEMBA Live!,Columbus,OH,"5,200",25
2879,COIN,pop,11-10-2024,Agora,Cleveland,OH,null,24
2880,COIN,pop,09-10-2024,Old Forester's Paristown Hall,Louisville,KY,null,24
2881,COIN,pop,08-10-2024,Bogart's,Cincinnati,OH,null,25
2882,COIN,pop,06-10-2024,Murat Theatre,Indianapolis,IN,"2,600",24
2883,COIN,pop,05-10-2024,Byline Bank Aragon Ballroom,Chicago,IL,null,24
2884,COIN,pop,04-10-2024,The Pageant,St. Louis,MO,"2,300",24
2885,COIN,pop,02-10-2024,Fillmore Minneapolis,Minneapolis,MN,null,10
2886,COIN,pop,01-10-2024,Steelhouse Omaha,Omaha,NE,null,25
2887,COIN,pop,29-09-2024,The Park at Harlinsdale Farm,Franklin,TN,null,16
2888,COIN,pop,04-07-2024,Uline Warehouse Stage,Milwaukee,WI,null,10
2889,COIN,pop,01-06-2024,Anne Arundel County Fairgrounds,Crownsville,MD,null,15
2890,COIN,pop,27-04-2024,Kaplan Arena,Williamsburg,VA,"1,632",15
2891,COIN,pop,20-04-2024,"Jesse Auditorium, University of Missouri",Columbia,MO,null,14
2892,COIN,pop,12-04-2024,University of Arizona,Tucson,AZ,null,14
2893,COIN,pop,17-02-2024,Julian B. Lane Riverfront Park,Tampa,FL,null,13
2894,Hippo Campus,"pop, rock",12-10-2024,Breckenridge Brewery,Littleton,CO,null,16
2895,Hippo Campus,"pop, rock",05-10-2024,Luther College,Decorah,IA,null,18
2896,Hippo Campus,"pop, rock",03-10-2024,First Avenue,Minneapolis,MN,"1,550",22
2897,Hippo Campus,"pop, rock",25-09-2024,The Atlantis,Washington,DC,null,21
2898,Hippo Campus,"pop, rock",24-09-2024,Bowery Ballroom,New York,NY,null,21
2899,Hippo Campus,"pop, rock",22-09-2024,Bon Secours Washington Redskins Training Center,Richmond,VA,null,10
2900,Hippo Campus,"pop, rock",20-09-2024,Electric Fetus,Minneapolis,MN,null,10
2901,Hippo Campus,"pop, rock",17-09-2024,The Independent,San Francisco,CA,null,19
2902,Hippo Campus,"pop, rock",15-09-2024,Troubadour,West Hollywood,CA,2500,20
2903,Hippo Campus,"pop, rock",08-08-2024,Ogden Amphitheater,Ogden,UT,"1,407",14
2904,Hippo Campus,"pop, rock",04-08-2024,Metro,Chicago,IL,null,23
2905,Hippo Campus,"pop, rock",03-08-2024,Grant Park,Chicago,IL,null,14
2906,Hippo Campus,"pop, rock",02-08-2024,Avenue of the Saints Amphitheater and Event Center,Saint Charles,IA,null,10
2907,Hippo Campus,"pop, rock",20-07-2024,Harriet Island Regional Park,St. Paul,MN,null,15
2908,Hippo Campus,"pop, rock",18-07-2024,Holliday Park,Indianapolis,IN,null,19
2909,Hippo Campus,"pop, rock",13-07-2024,Fisher Green Stage,Seattle,WA,null,10
2910,Hippo Campus,"pop, rock",28-06-2024,Generac Power Stage,Milwaukee,WI,null,18
2911,Hippo Campus,"pop, rock",28-06-2024,Interstate Music,Menomonee Falls,WI,null,10
2912,Hippo Campus,"pop, rock",28-06-2024,The Cooperage,Milwaukee,WI,null,10
2913,Hippo Campus,"pop, rock",08-06-2024,Flushing Meadows Corona Park,Queens,NY,null,11
2914,Hippo Campus,"pop, rock",01-06-2024,Durham Bulls Athletic Park,Durham,NC,null,11
2915,Hippo Campus,"pop, rock",12-04-2024,AvidXchange Music Factory,Charlotte,NC,null,17
2916,Hippo Campus,"pop, rock",01-03-2024,Steele Indian School Park,Phoenix,AZ,null,15
2917,A R I Z O N A,"indie, pop",13-12-2024,The Van Buren,Phoenix,AZ,"1,800",23
2918,A R I Z O N A,"indie, pop",03-08-2024,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,"6,500",10
2919,A R I Z O N A,"indie, pop",02-08-2024,Germania Insurance Amphitheater,Austin,TX,"1,270",10
2920,A R I Z O N A,"indie, pop",01-08-2024,Dos Equis Pavilion,Dallas,TX,"1,704",10
2921,A R I Z O N A,"indie, pop",31-07-2024,Walmart AMP,Rogers,AR,null,10
2922,A R I Z O N A,"indie, pop",28-07-2024,Oak Mountain Amphitheatre,Pelham,AL,"10,500",10
2923,A R I Z O N A,"indie, pop",27-07-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",10
2924,A R I Z O N A,"indie, pop",26-07-2024,Vystar Veterans Memorial Arena,Jacksonville,FL,"15,000",10
2925,A R I Z O N A,"indie, pop",25-07-2024,MidFlorida Credit Union Amphitheatre,Tampa,FL,"20,000",10
2926,A R I Z O N A,"indie, pop",23-07-2024,PNC Music Pavilion,Charlotte,NC,"19,500",10
2927,A R I Z O N A,"indie, pop",21-07-2024,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,null,10
2928,A R I Z O N A,"indie, pop",20-07-2024,Veterans United Home Loans Amphitheater at Virginia Beach,Virginia Beach,VA,null,10
2929,A R I Z O N A,"indie, pop",19-07-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",10
2930,A R I Z O N A,"indie, pop",18-07-2024,Northwell Health at Jones Beach Theater,Wantagh,NY,null,10
2931,A R I Z O N A,"indie, pop",16-07-2024,Saratoga Performing Arts Center,Saratoga Springs,NY,"25,100",10
2932,A R I Z O N A,"indie, pop",14-07-2024,PNC Bank Arts Center,Holmdel,NJ,"17,500",10
2933,A R I Z O N A,"indie, pop",13-07-2024,Xfinity Center,Mansfield,MA,"19,900",10
2934,A R I Z O N A,"indie, pop",12-07-2024,Freedom Mortgage Pavilion,Camden,NJ,"25,888",10
2935,A R I Z O N A,"indie, pop",11-07-2024,Bank of New Hampshire Pavilion at Meadowbrook,Gilford,NH,null,10
2936,A R I Z O N A,"indie, pop",09-07-2024,The Pavilion at Star Lake,Burgettstown,PA,"3,750",10
